bikepoint_id,name,lat,lon,bikes_available,empty_docks,docks_total,install_date,locked,temporary,timestamp,data_source
BikePoints_200,"LMU Commercial Road, Whitechapel",51.514924,-0.066078,7,5,14,1279441920000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_201,"Dorset Square, Marylebone",51.522596,-0.161113,14,1,16,1279444080000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_202,"Leman Street, Aldgate",51.512363,-0.069542,20,14,37,1279444320000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_203,"West Smithfield Rotunda, Farringdon",51.518218,-0.100791,0,11,15,1279445580000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_204,"Margery Street, Clerkenwell",51.526599,-0.112432,7,12,19,1279466640000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_206,"New Road 1 , Whitechapel",51.518154,-0.062697,24,9,36,1279471380000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_207,"Grosvenor Crescent, Belgravia",51.501352,-0.153194,3,14,18,1279558140000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_208,"Mallory Street, Marylebone",51.525051,-0.166304,18,0,20,1279472580000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_209,"Denyer Street, Knightsbridge",51.493583,-0.165101,3,26,30,1279529160000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_210,"Hinde Street, Marylebone",51.516814,-0.151926,12,8,21,1279535160000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_211,"Cadogan Place, Knightsbridge",51.494645,-0.158105,18,14,34,1279535820000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_212,"Campden Hill Road, Notting Hill",51.506584,-0.199004,2,14,17,1279536840000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_213,"Wellington Arch, Hyde Park",51.50274,-0.149569,3,28,36,1279537020000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_214,"Endsleigh Gardens, Euston",51.526838,-0.130504,22,7,32,1279537200000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_215,"Moorfields, Moorgate",51.519069,-0.088285,5,45,54,1279537380000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_216,"Old Brompton Road, South Kensington",51.490945,-0.18119,11,18,30,1279537920000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_217,"Wormwood Street, Liverpool Street",51.516154,-0.082422,1,13,16,1279538040000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_218,"St. Luke's Church, Chelsea",51.489716,-0.170194,3,13,20,1279543740000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_219,"Bramham Gardens, Earl's Court",51.490163,-0.190393,4,22,29,1279545900000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_220,"Chelsea Green, Chelsea",51.490664,-0.166485,3,12,15,1279546320000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_221,"Horseferry Road, Westminster",51.494816,-0.130458,12,1,16,1279552200000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_222,"Knightsbridge, Hyde Park",51.502757,-0.155349,0,42,43,1279614120000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_223,"Rodney Road , Walworth",51.491484,-0.09022,14,9,24,1279614420000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_224,"Queensway, Kensington Gardens",51.51031,-0.187402,12,0,17,1279615020000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_225,"Notting Hill Gate Station, Notting Hill",51.509353,-0.196422,15,12,30,1279616280000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_226,"Charles II Street, West End",51.508446,-0.131961,0,22,24,1279616520000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_227,"Great Percy Street, Clerkenwell",51.528915,-0.11548,20,0,23,1279616700000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_228,"St. James's Square, St. James's",51.507424,-0.134621,6,33,40,1279616880000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_229,"Whitehall Place, Strand",51.506543,-0.123179,0,44,46,1279617780000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_230,"Poured Lines, Bankside",51.506692,-0.103137,18,12,31,1279618020000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_231,"Queen's Gate (Central), South Kensington",51.493967,-0.178732,1,29,31,1279622820000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_232,"Carey Street, Holborn",51.51501,-0.112753,4,12,16,1279623240000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_233,"Pall Mall East, West End",51.50777,-0.130699,13,6,22,1279624260000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_234,"Liverpool Road (N1 Centre), Angel",51.534504,-0.106992,7,11,24,1279624680000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_235,"Kennington Road, Vauxhall",51.495718,-0.110889,15,17,36,1279625640000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_236,"Fashion Street, Whitechapel",51.51838,-0.073438,1,29,30,1279625940000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_237,"Dock Street, Wapping",51.509786,-0.068161,23,6,30,1279799040000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_238,"Frampton Street, Paddington",51.523353,-0.175116,25,7,32,1279627920000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_239,"Warren Street Station, Euston",51.524438,-0.138019,3,21,26,1279628160000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_240,"Colombo Street, Southwark",51.505459,-0.105692,2,9,14,1279628280000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_242,"Beaumont Street, Marylebone",51.522008,-0.151359,0,22,23,1279628640000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_243,"Gloucester Street, Pimlico",51.490962,-0.139625,20,4,25,1279628940000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_244,"Bucknall Street, Covent Garden",51.51615,-0.128417,1,14,18,1279629240000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_245,"Grosvenor Road, Pimlico",51.485357,-0.142207,24,5,29,1279629660000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_246,"Berry Street, Clerkenwell",51.522853,-0.099994,3,34,41,1279639740000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_247,"St. John's Wood Church, The Regent's Park",51.530529,-0.167515,26,21,50,1279639920000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_248,"Triangle Car Park, Hyde Park",51.506451,-0.170279,6,19,27,1279640160000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_249,"Harper Road, The Borough",51.498597,-0.096191,14,25,42,1279640400000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_250,"Royal Avenue 1, Chelsea",51.489932,-0.162727,7,2,10,1279641000000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_251,"Brushfield Street, Liverpool Street",51.518908,-0.079249,2,30,34,1279700160000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_253,"Shoreditch Park, Hoxton",51.534042,-0.086379,7,19,30,1279700820000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_254,"Chadwell Street, Angel",51.530515,-0.106408,4,12,18,1279700940000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_255,"Clifton Road, Maida Vale",51.525575,-0.179592,20,0,22,1279702560000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_256,"Houghton Street, Strand",51.51362,-0.116764,0,14,15,1279708020000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_257,"Westminster University, Marylebone",51.522481,-0.154907,7,7,16,1279708140000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_258,"Kensington Gore, Knightsbridge",51.501432,-0.178656,0,23,23,1279708380000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_259,"Bourne Street, Belgravia",51.490959,-0.153233,1,13,16,1279709100000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_260,"Broadwick Street, Soho",51.513684,-0.13558,1,15,18,1279711020000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_261,"Princes Square, Bayswater",51.513489,-0.191351,14,0,16,1279711200000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_262,"LSBU (Borough Road), Elephant & Castle",51.498744,-0.103132,9,23,35,1279711620000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_263,"St. Mary Axe, Aldgate",51.514225,-0.08066,6,13,20,1279712160000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_264,"Tysoe Street, Clerkenwell",51.526443,-0.109256,12,6,20,1279712520000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_265,"Southwick Street, Paddington",51.515953,-0.169249,8,8,17,1279714320000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_266,"Queen's Gate (North), Kensington",51.501026,-0.180246,1,36,41,1279714560000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_267,"Regency Street, Westminster",51.49206,-0.132224,7,15,22,1279714740000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_268,"Belgrave Road, Victoria",51.493204,-0.144132,20,9,29,1279714920000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_269,"Empire Square, The Borough",51.500823,-0.08974,4,40,46,1279715100000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_271,"London Zoo,  The Regent's Park",51.535836,-0.156285,30,2,32,1279720920000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_272,"Baylis Road, Waterloo",51.501444,-0.110699,4,17,22,1279721220000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_273,"Belvedere Road 1, South Bank",51.506133,-0.114686,13,21,38,1279721400000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_274,"Warwick Road, Olympia",51.496712,-0.205284,20,14,36,1279721580000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_275,"Barbican Centre, Barbican",51.520044,-0.092176,0,18,19,1279721880000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_276,"Lower Thames Street, Monument",51.509301,-0.084985,1,22,24,1279723200000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_277,"Kensington Church Street, Kensington",51.503157,-0.191496,0,17,17,1279723320000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_278,"Tooley Street, Bermondsey",51.503493,-0.07962,1,21,27,1279723500000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_279,"North Wharf Road, Paddington",51.518623,-0.176603,8,14,23,1279723740000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_280,"Royal Avenue 2, Chelsea",51.490083,-0.162418,7,2,10,1279726440000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_281,"Smith Square, Westminster",51.495805,-0.127575,7,11,18,1279726620000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_282,"Royal London Hospital, Whitechapel",51.518675,-0.06111,28,11,42,1279726980000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_283,"Kingsway, Covent Garden",51.514409,-0.118478,6,9,16,1279727220000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_284,"Lambeth North Station, Waterloo",51.49914,-0.112031,19,0,20,1279727580000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_286,"St. John's Wood Road, St. John's Wood",51.527294,-0.174653,16,16,35,1279727880000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_287,"Bedford Way, Bloomsbury",51.523673,-0.128377,11,10,23,1279728060000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_288,"Elizabeth Bridge, Victoria",51.492369,-0.147478,18,12,34,1279793820000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_289,"South Audley Street, Mayfair",51.50923,-0.151289,10,5,15,1279794060000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_290,"St Mary's Hospital, Paddington",51.518268,-0.171103,15,2,20,1279795140000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_291,"Claverton Street, Pimlico",51.484839,-0.138089,14,12,32,1279800420000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_292,"Montpelier Street, Knightsbridge",51.498884,-0.165471,15,1,16,1279800600000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_293,"Kensington Olympia Station, Olympia",51.498157,-0.209494,18,7,25,1279800780000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_294,"St. George's Square, Pimlico",51.488226,-0.135635,9,6,16,1279800900000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_295,"Swan Street, The Borough",51.500296,-0.092762,11,14,27,1279801080000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_296,"Knaresborough Place, Earl's Court",51.493631,-0.190603,11,5,18,1377258960000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_297,"Geraldine Street, Elephant & Castle",51.496127,-0.106,7,10,17,1279801560000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_298,"Curlew Street, Shad Thames",51.502279,-0.074189,4,13,21,1279805640000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_299,"Vincent Square, Westminster",51.493985,-0.136928,1,18,19,1279808160000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_300,"Serpentine Car Park, Hyde Park",51.505014,-0.17306,0,13,18,1279808700000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_301,"Marylebone Lane, Marylebone",51.514759,-0.148105,2,17,24,1279809000000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_302,"Putney Pier, Wandsworth",51.466907,-0.216573,22,3,28,1279812360000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_303,"Albert Gate, Hyde Park",51.502953,-0.158456,14,20,34,1279812720000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_306,"Rathbone Street, Fitzrovia",51.518162,-0.135025,7,7,16,1279816260000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_307,"Black Lion Gate, Kensington Gardens",51.509908,-0.187842,21,1,24,1279816500000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_308,"Long Lane , Bermondsey",51.499075,-0.085666,6,9,20,1279816740000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_309,"Embankment (Savoy), Strand",51.509631,-0.119047,2,37,41,1279875060000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_310,"Black Prince Road, Vauxhall",51.490867,-0.116911,6,12,19,1279879560000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_311,"Foley Street, Fitzrovia",51.519181,-0.140485,2,19,24,1279880100000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_312,"Grove End Road, St. John's Wood",51.530889,-0.17677,1,17,20,1279880340000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_313,"Wells Street, Fitzrovia",51.517344,-0.138072,1,37,38,1279880520000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_314,"Tyers Gate, Bermondsey",51.500889,-0.083159,10,23,36,1279884480000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_315,"The Tennis Courts, The Regent's Park",51.525367,-0.153463,10,4,16,1279884660000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_316,"Warwick Row, Westminster",51.497998,-0.14296,2,16,21,1279884840000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_317,"Dickens Square, Borough",51.496791,-0.093913,7,25,32,1279885080000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_318,"Sackville Street, Mayfair",51.510048,-0.138846,1,11,18,1279885320000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_319,"Baldwin Street, St. Luke's",51.527025,-0.088542,7,11,21,1279890360000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_320,"Queen Mother Sports Centre, Victoria",51.493573,-0.139956,16,9,26,1279890840000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_321,"Bermondsey Street, Bermondsey",51.497855,-0.081608,19,4,24,1279891020000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_322,"Palissy Street, Shoreditch",51.526293,-0.073955,19,6,26,1279891920000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_323,"Clifton Street, Shoreditch",51.523196,-0.083067,2,22,24,1279892040000,false,true,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_324,"Ontario Street, Elephant & Castle",51.49652,-0.101384,3,11,15,1279894920000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_325,"St. Martin's Street, West End",51.509087,-0.129697,2,15,18,1279896660000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_326,"Graham Street, Angel",51.532661,-0.099981,8,14,26,1279896840000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_327,"Westbourne Green, Westbourne",51.522168,-0.192814,9,9,21,1280133420000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_329,"Prince Albert Road, The Regent's Park",51.535892,-0.160854,8,16,24,1280133720000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_330,"Eastbourne Mews, Paddington",51.516417,-0.179135,13,17,34,1280141280000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_331,"Bunhill Row, Moorgate",51.520858,-0.089887,7,23,30,1280141460000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_332,"Nevern Place, Earl's Court",51.493343,-0.194757,6,11,20,1280142360000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_333,"Palace Gardens Terrace, Notting Hill",51.508605,-0.193764,21,10,37,1280142540000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_334,"Agar Grove, Camden Town",51.542891,-0.132253,4,13,18,1280147580000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_336,"Concert Hall Approach, South Bank",51.504841,-0.115153,24,5,30,1280152800000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_337,"Pembridge Villas, Notting Hill",51.511084,-0.197524,5,10,16,1280153100000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_338,"Wellington Street , Strand",51.511756,-0.119643,8,13,24,1280158740000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_340,"Bank of England Museum, Bank",51.514441,-0.087587,2,12,16,1280248620000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_341,"Craven Street, Strand",51.508103,-0.126021,7,12,23,1280222160000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_344,"Goswell Road (City Uni), Finsbury",51.528246,-0.101026,6,7,16,1280226120000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_345,"Flood Street, Chelsea",51.488023,-0.166878,2,28,33,1280229720000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_348,"Grosvenor Square, Mayfair",51.51217,-0.150481,4,9,17,1284540540000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_349,"St. George Street, Mayfair",51.51196,-0.142783,1,16,18,1284543120000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_350,"Queen's Gate, Kensington Gardens",51.501715,-0.179854,3,14,21,1285756260000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_351,"Macclesfield Rd, St Lukes",51.529423,-0.097122,9,15,28,1286790480000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_352,"Vauxhall Street, Vauxhall",51.486965,-0.116625,13,6,19,1286796360000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_353,"Greycoat Street , Westminster",51.494591,-0.134234,3,13,17,1287652080000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_354,"Northumberland Avenue, Strand",51.506767,-0.123702,0,36,37,,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_355,"Clapham Common Station, Clapham Common",51.461388,-0.139221,15,4,21,1287752460000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_356,"South Kensington Station, South Kensington",51.494412,-0.173881,0,9,15,1288009080000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_357,"Howland Street, Fitzrovia",51.520994,-0.139016,10,19,30,1288092420000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_358,"High Holborn , Covent Garden",51.516398,-0.124257,0,13,20,1290079860000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_359,"Butler Place, Westminster",51.497829,-0.13544,1,16,18,1288950960000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_360,"Howick Place, Westminster",51.496753,-0.138733,5,20,27,1288958160000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_361,"Waterloo Station 2, Waterloo",51.503919,-0.113426,23,24,48,1291902600000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_362,"Royal College Street, Camden Town",51.536264,-0.133952,30,25,57,1290080220000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_363,"Lord's, St. John's Wood",51.529121,-0.171185,3,20,24,1289911800000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_364,"Store Street, Bloomsbury",51.519572,-0.13214,0,29,32,1290080640000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_365,"City Road, Angel",51.530344,-0.100168,19,27,47,1290603600000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_367,"Harrowby Street, Marylebone",51.517372,-0.164207,12,2,16,,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_368,"Harriet Street, Knightsbridge",51.500241,-0.15934,4,17,25,1291201680000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_370,"Paddington Green, Paddington",51.520205,-0.174593,6,13,20,1291647300000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_371,"King Edward Walk, Waterloo",51.49775,-0.10988,18,4,22,1291712820000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_372,"Sardinia Street, Holborn",51.515208,-0.117863,3,21,24,1291713000000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_373,"Prince Consort Road, Knightsbridge",51.499806,-0.176415,2,15,18,1295428320000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_374,"Waterloo Station 1, Waterloo",51.504027,-0.113864,28,5,36,1291725720000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_375,"Kensington Town Hall, Kensington",51.501945,-0.194392,3,14,18,1291805820000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_376,"Millbank Tower, Pimlico",51.491884,-0.125674,18,3,24,1294660980000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_377,"Waterloo Bridge, South Bank",51.505354,-0.113656,11,4,15,1295265420000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_378,"Natural History Museum, South Kensington",51.495592,-0.179077,0,42,42,1296121500000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_379,"Turquoise Island, Notting Hill",51.514311,-0.200838,5,13,21,1296121680000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_380,"Stanhope Gate, Mayfair",51.506864,-0.150666,3,17,21,1296125400000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_381,"Charlotte Street, Fitzrovia",51.51953,-0.135777,3,11,14,1296203760000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_382,"Farm Street, Mayfair",51.509351,-0.147449,3,11,15,1297159320000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_383,"Frith Street, Soho",51.513103,-0.131213,1,13,18,1296649200000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_384,"Marloes Road, Kensington",51.496481,-0.192404,13,0,15,1296731880000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_386,"Moor Street, Soho",51.513527,-0.13011,3,13,16,1296732540000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_387,"Fire Brigade Pier, Vauxhall",51.493699,-0.121394,6,24,30,1297077540000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_388,"Southampton Street, Strand",51.510701,-0.121723,5,8,14,1297182180000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_389,"Upper Grosvenor Street, Mayfair",51.51013,-0.155757,1,17,18,1297347960000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_390,"Buxton Street 1, Shoreditch",51.521776,-0.068856,22,16,41,1297764360000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_391,"Clifford Street, Mayfair",51.510662,-0.142345,3,11,17,1297956480000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_392,"Imperial College, Knightsbridge",51.499428,-0.179702,0,31,33,1297958700000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_393,"Snow Hill, Farringdon",51.517334,-0.103604,2,12,15,1298545440000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_394,"Aberdeen Place, St. John's Wood",51.524826,-0.176268,8,8,18,,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_395,"Cadogan Gardens, Chelsea",51.492462,-0.159919,5,7,15,1298908800000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_396,"Shouldham Street, Marylebone",51.51809,-0.163609,10,4,16,1299075120000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_397,"Devonshire Terrace, Bayswater",51.51348,-0.17977,10,3,16,1299075900000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_398,"Holland Park, Kensington",51.502319,-0.200742,19,9,30,1299076440000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
BikePoints_399,"Brick Lane Market, Shoreditch",51.522617,-0.071653,21,3,24,1299582900000,false,false,2026-04-12T11:44:47.916447,TfL_BikePoint
